793,930,543,761,224,206,902
836,515,404,518,978,104,516
421,860,893,554,786,117,513
303,431,970,798,341,122,932
821,847,682,335,916,263,365
580,433,202,989,106,388,693
452,977,353,898,145,498,986
829,239,471,683,905,280,482
417,277,493,339,342,464,782
516,896,942,226,354,460,691
751,850,825,665,346,960,662
584,577,155,373,587,116,980
598,366,986,493,288,313,811
203,946,650,536,733,325,495
743,440,521,418,309,772,768
839,908,857,367,536,940,745
150,824,183,889,152,714,943
335,854,259,964,226,124,157
507,204,654,247,325,450,897
475,345,362,237,291,746,820
323,155,771,942,828,167,426
717,297,130,853,861,691,488
578,581,972,767,369,714,465
501,373,952,849,355,357,378
313,726,878,697,864,742,281
226,269,813,639,563,249,191
525,655,319,830,699,675,269
312,149,659,457,465,751,991
534,716,785,568,217,635,601
570,997,533,591,545,511,440
508,893,539,978,620,208,429
273,626,979,635,933,905,811
886,399,920,222,995,730,633
810,976,390,954,565,348,284
921,891,352,875,919,551,183
430,501,555,542,877,165,700
557,675,701,959,548,651,276
122,369,298,570,948,528,694
133,893,643,933,496,225,951
298,828,269,834,322,495,298
445,654,688,397,592,660,580
210,596,331,813,828,712,371
254,755,437,455,456,982,769
478,802,584,338,519,134,365
923,616,134,269,376,267,818
408,782,327,653,595,416,372
740,899,171,133,443,729,986
450,614,429,837,865,662,298
328,685,186,374,559,330,575
511,551,872,868,506,559,786
592,411,631,512,671,214,696
183,604,805,747,398,417,351
457,302,836,419,701,211,849
849,322,209,783,971,403,680
232,398,455,904,691,986,903
246,373,795,664,145,232,876
560,821,610,843,921,102,660
229,834,570,230,612,817,671
455,341,322,410,314,797,503
400,938,583,186,187,787,558
987,725,555,307,992,507,246
143,771,655,213,311,141,556
759,728,711,690,462,427,972
686,844,335,422,849,255,677
286,895,255,146,162,438,878
853,898,410,248,306,754,449
808,798,220,982,758,524,903
965,555,303,441,295,664,544
702,714,964,124,527,623,768
245,212,876,998,598,820,384
688,889,146,469,132,645,734
532,280,227,287,943,153,515
106,774,592,977,434,181,700
609,576,813,439,127,260,127
462,617,152,275,434,748,662
476,752,851,288,304,661,143
374,338,925,768,398,532,336
437,621,812,682,306,385,349
367,306,949,420,359,450,562
283,247,839,637,874,158,742
861,594,766,836,252,318,142
640,552,560,975,619,530,454
258,696,275,539,140,369,592
636,494,908,407,247,446,264
921,196,886,143,907,695,872
777,141,618,686,113,859,986
364,867,196,753,775,872,702
892,585,298,464,755,132,665
203,914,945,947,369,662,736
936,982,647,206,589,728,528
700,953,474,425,474,111,676
919,732,656,200,257,551,223
393,257,736,718,908,550,518
700,107,651,169,492,358,465
986,859,625,706,645,441,896
633,235,632,767,253,505,161
219,105,305,640,288,546,541
597,625,506,129,977,551,913
417,579,617,317,276,757,499
717,800,982,777,664,811,330
504,623,474,275,211,668,959
180,722,139,938,643,495,734
194,534,162,918,258,744,253
305,350,419,192,967,528,949
873,607,343,207,976,700,896
441,189,894,817,177,306,899
916,944,480,358,768,130,839
750,947,856,231,634,655,450
978,346,185,715,471,699,524
550,191,213,877,570,233,402
522,385,583,130,128,587,573
372,705,560,136,562,217,836
891,367,453,649,909,397,233
829,560,813,972,253,735,163
869,680,617,133,309,258,633
298,452,545,509,840,792,456
142,914,169,140,308,938,483
257,978,416,644,322,471,189
943,807,184,361,189,986,127
233,390,870,164,387,678,382
528,797,314,703,527,975,276
555,699,365,821,490,788,925
374,944,581,848,270,828,306
620,227,372,247,546,800,978
815,432,716,819,270,682,973
910,817,795,673,994,412,831
146,795,698,692,786,882,703
373,558,172,725,182,277,562
124,721,859,403,473,763,550
637,820,174,257,404,164,486
596,299,847,473,611,364,170
875,702,819,700,313,787,466
422,820,469,306,360,366,511
906,237,383,851,557,708,268
165,487,775,454,829,888,1000
579,658,496,108,178,141,376
611,204,263,552,823,680,966
852,453,160,664,875,138,154
615,886,432,760,296,338,504
844,223,456,111,108,980,485
985,504,807,294,312,901,801
235,757,187,476,529,871,189
286,857,552,479,994,790,832
134,437,369,520,916,101,505
475,506,241,355,348,338,361
946,852,292,370,417,160,318
408,931,689,201,424,165,614
713,965,895,649,293,912,624
311,434,431,115,490,820,668
128,335,211,104,242,488,815
549,942,931,788,936,125,552
308,567,300,692,492,688,874
424,458,851,469,548,452,111
841,840,400,342,168,537,275
529,593,947,354,956,990,877
136,290,909,619,475,377,790
788,330,663,133,396,427,196
166,293,698,643,566,328,245
933,249,449,222,775,879,305
940,973,248,314,265,823,474
359,436,378,572,592,594,665
788,111,833,847,181,573,931
546,212,778,837,590,122,950
859,956,855,545,806,561,666
444,650,497,662,810,840,312
911,949,639,1000,582,170,830
826,958,369,475,205,917,323
543,376,166,708,176,363,880
368,386,271,519,976,994,741
646,363,989,185,524,308,869
537,431,841,751,476,156,158
1000,841,224,524,597,725,186
591,442,686,202,858,799,897
877,658,943,787,457,487,639
407,424,306,983,242,180,886
597,251,200,495,572,357,869
119,809,296,901,687,317,449
492,845,405,619,239,170,329
665,435,979,826,254,463,187
302,640,660,366,976,931,716
147,242,956,452,440,596,458
173,166,608,748,762,804,344
951,348,376,391,726,420,445
217,661,427,954,370,367,111
390,240,572,346,722,401,675
142,897,318,837,937,788,916
169,975,509,444,499,526,785
649,292,258,973,677,427,336
209,186,230,867,437,980,406
519,950,577,825,147,404,800
500,541,575,115,459,986,210
976,506,925,252,687,413,715
485,566,824,846,315,485,649
592,652,387,182,869,850,616
663,232,565,194,191,423,548
268,267,880,412,434,776,469
603,570,943,661,483,602,940
546,263,788,492,335,625,977
972,472,624,143,403,574,165
361,959,594,384,284,724,424
439,161,717,731,996,351,344
212,616,220,524,840,872,807
986,786,418,767,243,549,125
410,386,382,700,897,699,164
158,620,114,939,678,741,296
477,595,190,432,460,611,298
293,952,779,630,825,445,103
482,299,769,431,750,536,554
518,960,736,498,824,821,694
142,920,571,881,967,584,488
326,289,454,110,201,415,718
392,937,939,907,374,165,283
519,886,274,245,130,134,823
750,114,675,692,883,117,142
394,388,250,771,510,199,315
742,682,718,252,175,372,309
667,989,576,740,303,587,725
636,383,330,452,664,937,336
502,634,681,370,284,151,472
520,553,480,931,808,342,878
118,415,356,996,593,892,315
778,322,781,314,928,179,223
388,186,509,424,551,844,317
455,403,247,331,432,208,316
217,948,278,837,573,985,207
883,711,283,979,489,253,479
194,502,608,275,310,762,692
220,626,214,429,174,302,350
447,569,862,241,269,407,727
167,520,999,249,473,491,604
715,197,816,877,651,323,350
636,597,841,812,839,285,925
135,590,753,411,338,134,428
409,844,996,500,909,147,285
380,934,169,306,610,684,730
761,573,374,123,537,775,223
457,643,966,569,624,922,395
883,108,803,637,865,534,720
747,720,148,295,201,722,138
792,202,757,760,134,443,397
131,164,725,571,358,598,925
896,616,754,613,991,668,315
102,256,369,575,890,595,623
680,721,554,220,802,748,820
325,228,707,397,194,858,217
119,503,455,763,819,519,375
811,519,291,236,479,866,502
414,610,543,735,530,789,919
672,989,255,282,933,799,181
987,773,336,970,975,512,274
643,675,712,265,311,879,906
608,485,491,331,136,308,871
237,698,703,621,1000,899,812
466,271,245,334,711,326,728
443,389,880,401,544,350,874
357,863,378,345,151,218,777
979,918,775,209,446,590,815
735,194,685,654,731,351,704
756,172,248,954,139,498,589
996,965,376,186,429,836,821
881,710,140,818,897,684,736
136,300,302,874,298,447,650
916,466,787,256,120,628,375
719,667,797,933,140,250,233
795,346,341,156,131,999,257
702,322,605,176,218,753,439
447,164,214,918,143,790,758
641,458,218,543,402,179,413
480,268,488,482,837,959,443
422,637,410,571,985,395,123
184,931,325,1000,906,170,196
361,901,195,520,288,147,191
732,529,508,790,433,516,267
390,543,515,268,268,177,518
915,776,266,695,232,577,280
828,652,304,478,837,227,440
669,163,827,775,536,405,837
635,973,507,633,711,757,709
743,417,565,214,422,135,338
326,980,565,374,180,166,110
449,515,815,364,206,274,399
858,174,525,801,882,775,384
287,497,347,379,682,581,796
362,501,277,533,644,716,978
861,193,986,817,834,460,403
753,528,550,463,943,416,940
933,652,540,431,443,124,337
594,445,759,108,300,742,887
687,887,282,931,731,688,505
855,484,569,187,635,685,403
812,593,343,283,128,497,729
761,744,925,195,151,698,525
541,185,675,661,564,847,424
594,872,696,144,489,403,379
974,563,912,977,668,599,393
353,922,450,607,196,144,131
703,604,295,413,251,587,327
206,481,924,370,519,724,538
882,283,904,392,543,573,466
696,948,462,612,950,315,796
210,426,897,188,723,164,398
351,398,645,688,380,950,221
953,816,502,428,390,136,441
136,667,249,919,313,275,147
429,910,752,389,769,667,725
499,177,412,990,985,307,515
629,102,994,804,487,760,415
117,655,496,442,840,887,628
293,888,470,990,390,292,185
388,106,183,728,349,475,467
791,182,136,469,372,487,769
177,513,214,431,997,575,203
675,597,863,904,307,625,703
648,498,877,188,557,340,498
349,696,901,600,960,493,676
204,663,417,816,272,393,904
446,948,270,975,333,802,820
759,216,453,225,255,585,530
289,376,153,343,844,631,876
931,962,490,964,468,319,817
986,356,195,728,145,683,618
507,585,907,472,855,194,131
164,916,847,290,354,611,194
732,699,466,234,570,400,377
870,921,444,337,569,987,812
265,583,468,928,185,705,203
310,221,485,892,888,748,934
171,590,599,292,306,493,373
163,853,344,625,554,185,662
388,847,871,440,677,405,495
132,133,672,119,639,608,728
919,178,646,499,356,617,679
284,767,934,472,750,989,473
260,714,345,289,625,189,243
400,722,427,805,636,580,199
744,150,570,615,275,989,473
654,149,845,567,300,344,488
725,301,352,153,580,526,834
881,109,954,695,935,708,661
239,964,260,618,858,964,961
171,462,768,210,483,941,819
269,677,378,130,113,800,878
614,617,723,524,459,655,218
215,633,277,853,918,232,796
983,982,399,323,662,377,259
511,469,373,154,357,259,633
704,368,907,904,591,829,512
318,646,385,553,870,460,361
943,510,426,141,687,106,911
873,220,773,424,690,518,499
136,982,957,634,709,925,861
546,992,406,682,206,499,160
534,801,872,102,113,813,725
365,518,124,203,851,834,496
619,927,495,162,431,709,984
586,850,487,751,761,598,973
593,662,689,221,244,590,351
679,466,146,853,328,596,481
534,899,632,762,986,766,493
329,268,656,846,488,191,689
301,158,965,926,618,509,128
365,238,421,790,667,613,930
692,597,348,140,266,806,126
575,706,172,353,800,456,672
915,268,585,135,524,986,746
722,236,989,966,659,218,554
118,786,101,502,771,598,530
893,914,154,239,752,292,594
958,710,825,791,861,918,986
890,423,280,248,558,560,851
564,831,685,279,407,548,853
668,910,953,964,420,967,928
425,976,243,704,435,307,772
593,284,456,797,397,413,570
763,443,246,708,632,334,289
147,138,400,480,985,351,712
704,557,779,508,202,481,300
584,339,608,383,389,449,370
819,261,754,847,224,611,216
872,812,129,121,259,445,622
590,487,191,135,469,586,976
217,710,990,496,728,693,198
519,730,758,444,110,733,604
931,973,197,473,634,431,115
350,568,158,146,494,959,130
468,501,532,722,111,902,864
381,587,293,911,518,832,443
881,300,474,909,583,497,907
950,726,343,283,332,248,274
739,317,667,402,116,765,201
465,512,489,131,184,735,148
714,185,818,615,132,834,161
925,512,131,538,865,686,263
859,892,935,140,389,275,227
458,586,924,848,358,737,503
355,530,320,465,478,824,660
407,693,110,239,168,894,766
377,542,500,791,463,476,869
311,108,631,357,839,712,954
575,266,693,952,684,109,763
239,109,310,912,235,597,646
773,174,967,935,131,177,830
957,367,671,633,837,592,315
541,745,470,724,409,923,787
929,890,611,988,651,781,799
720,251,156,265,472,964,944
692,946,973,784,441,351,323
360,154,953,551,480,660,806
241,950,220,138,291,297,925
161,545,607,787,384,828,913
726,513,990,756,430,874,461
532,468,655,263,257,739,253
200,330,727,411,322,768,908
189,423,930,420,363,363,889
507,151,165,665,464,663,806
160,203,316,205,831,390,775
541,508,577,540,410,659,886
497,979,261,314,886,292,512
225,779,812,211,226,792,921
580,171,173,589,902,207,484
645,749,481,516,923,107,270
825,971,171,545,417,649,174
493,998,746,492,375,746,706
429,880,795,572,419,296,466
445,421,179,962,538,905,845
912,818,219,890,177,175,994
556,372,189,321,129,717,391
158,983,193,924,492,211,944
665,432,116,711,793,375,186
836,719,372,146,169,742,324
213,755,321,508,730,980,776
428,172,395,632,869,613,712
341,744,923,699,617,399,475
534,545,951,693,310,108,941
109,642,764,475,371,263,127
430,925,389,673,352,736,632
763,652,784,620,538,888,771
527,637,206,315,880,453,799
292,144,685,351,538,421,736
650,562,840,460,596,556,735
729,525,824,926,727,772,808
956,570,491,762,201,755,378
104,738,895,835,446,215,238
531,418,966,708,971,448,380
211,282,613,490,860,314,897
344,736,712,287,658,628,680
905,578,747,568,234,174,544
949,954,546,787,274,115,987
1000,467,194,195,243,195,277
349,864,494,603,470,650,946
313,102,297,471,515,305,338
451,817,215,873,629,660,677
486,326,141,140,863,640,986
370,557,682,642,206,861,979
926,192,639,469,509,893,637
390,265,168,856,832,136,544
384,547,697,388,599,537,206
703,309,636,923,239,728,445
616,800,744,469,945,207,526
211,867,885,714,392,345,352
451,620,888,133,289,797,703
424,184,452,131,621,109,735
692,760,876,864,616,316,573
889,764,811,704,811,774,105
375,516,247,375,793,509,210
905,831,122,709,543,883,818
600,426,744,924,302,678,839
242,445,515,166,680,593,501
251,348,455,877,162,901,333
915,815,405,141,731,795,930
437,315,665,846,197,392,623
962,142,356,247,825,513,541
411,365,534,645,628,388,695
797,166,109,404,656,107,877
631,675,409,795,852,439,397
817,623,853,504,761,619,446
776,799,642,599,507,338,162
272,311,918,474,202,599,530
907,817,712,626,612,243,974
693,222,297,175,452,420,353
653,948,492,920,144,241,662
462,811,573,685,306,463,220
299,616,709,127,858,129,899
463,926,893,725,431,795,657
520,927,435,984,301,708,391
435,759,886,102,616,337,185
170,928,600,194,882,792,496
880,574,306,810,226,774,757
874,184,619,951,128,306,462
345,161,201,539,927,169,231
304,636,825,630,459,961,983
955,211,195,946,986,993,356
813,447,184,579,530,917,318
612,345,993,723,341,394,921
164,439,927,796,730,830,754
924,923,646,903,293,748,737
341,589,179,548,119,763,701
532,698,710,963,597,642,453
389,323,164,701,644,697,303
488,630,900,916,162,954,485
335,565,863,397,425,978,515
366,758,921,195,777,839,972
949,485,434,842,643,377,288
292,224,109,138,697,191,281
864,826,642,1000,703,911,933
944,618,329,813,423,592,418
139,224,685,567,675,589,857
447,942,560,620,194,915,837
431,713,627,795,305,604,987
433,707,658,445,252,650,528
297,726,569,139,729,768,186
991,686,497,637,861,514,333
584,809,555,269,980,968,988
607,851,382,549,918,576,702
329,860,133,113,409,780,352
439,122,559,437,774,350,598
494,129,354,695,274,436,818
191,715,625,522,365,615,648
326,225,673,195,840,213,421
425,474,352,679,222,653,851
432,211,803,674,187,767,798
537,466,1000,133,107,869,973
177,241,394,215,850,445,324
942,116,983,951,291,782,339
105,827,102,169,920,663,376
140,789,176,135,909,585,964
779,547,641,550,320,111,325
886,985,613,534,164,211,804
316,691,240,301,136,306,741
264,788,205,229,682,329,848
184,792,610,611,791,641,864
465,640,751,578,674,796,833
978,663,779,528,295,775,119
550,580,488,882,248,199,981
948,447,411,381,617,648,518
550,339,947,221,626,753,211
102,908,880,786,737,505,145
451,830,520,573,575,980,420
661,132,172,727,229,367,907
498,162,718,577,600,679,997
341,117,517,577,680,786,756
703,169,538,946,472,623,254
324,200,643,380,403,251,505
796,309,503,835,483,461,504
310,368,287,931,807,744,640
308,422,537,990,350,976,353
127,268,354,638,885,879,506
666,254,569,394,351,172,271
789,384,575,478,293,757,669
274,568,136,485,314,551,241
319,811,825,229,902,338,531
376,206,337,856,977,346,225
928,919,975,593,318,610,934
468,281,997,272,749,538,777
625,192,516,395,676,751,172
322,415,242,425,697,738,376
543,717,312,933,769,772,192
750,668,786,907,598,955,473
790,295,513,910,552,997,883
695,158,610,349,928,774,455
349,406,292,319,540,316,876
905,690,567,724,934,147,113
176,139,376,256,942,951,905
863,904,152,957,273,586,611
741,565,808,280,935,580,275
454,946,612,538,144,467,525
599,312,481,997,426,466,289
951,363,721,694,114,186,137
888,420,469,180,534,774,746
441,743,124,832,673,695,158
867,727,250,577,847,134,742
564,693,191,740,147,696,964
459,212,581,525,789,636,344
711,634,716,153,388,277,781
130,772,847,308,994,881,226
783,730,584,159,817,568,464
247,446,236,328,205,812,887
408,204,129,148,907,490,643
714,716,718,333,721,493,715
210,941,914,648,357,377,904
814,183,774,254,742,448,294
226,107,141,916,980,940,115
337,626,138,153,322,575,210
519,523,475,628,983,897,548
483,204,641,434,973,187,537
412,631,604,588,257,831,646
442,524,503,297,296,129,831
394,926,434,982,887,560,745
602,461,383,233,740,550,999
434,929,995,954,261,388,410
296,367,863,906,715,798,560
415,727,829,398,613,271,420
740,123,895,291,134,105,195
271,592,501,694,299,486,521
117,318,465,303,266,435,636
729,391,750,727,753,436,525
627,253,312,684,887,604,476
848,936,738,595,155,748,831
311,600,338,964,657,862,940
350,759,776,252,435,984,259
923,713,237,722,739,790,828
321,962,579,996,735,482,392
683,526,421,644,359,541,961
640,567,435,429,403,412,160
670,620,645,990,776,737,246
490,229,886,896,453,838,880
883,460,279,449,652,255,264
311,567,180,814,737,409,557
686,857,245,591,627,596,205
946,335,605,666,117,889,876
295,422,878,986,788,676,260
825,345,468,856,690,833,337
753,536,333,677,509,279,387
529,699,493,423,688,338,681
286,108,691,420,169,666,740
749,737,447,923,449,873,121
204,702,449,504,346,852,762
162,269,342,643,713,279,312
181,866,915,177,560,129,359
402,550,188,343,288,982,287
183,547,959,187,339,657,933
429,744,902,404,304,402,764
941,291,404,584,707,665,475
813,212,354,371,566,623,701
737,508,362,675,563,380,588
535,123,548,835,631,669,930
278,783,274,311,101,718,898
360,616,838,954,879,642,968
207,446,874,471,921,934,914
966,497,306,855,1000,865,100
850,830,914,273,632,821,127
478,653,669,459,696,168,927
614,392,335,577,249,354,434
868,589,779,833,892,890,501
946,698,335,505,626,657,976
993,447,124,345,206,370,139
422,643,471,389,829,838,886
634,290,391,684,276,881,177
399,385,208,510,815,866,179
825,906,588,868,693,976,366
232,768,427,802,294,514,616
862,886,937,819,489,536,392
473,898,201,696,233,469,535
104,794,492,394,496,436,934
637,575,366,744,268,330,931
747,719,934,373,940,978,502
451,168,111,102,866,728,724
149,977,270,935,918,869,178
296,225,964,936,426,235,848
136,281,809,141,930,847,208
312,665,970,226,551,275,962
519,719,620,518,842,305,751
328,111,308,151,483,692,651
766,101,213,520,470,734,845
626,371,503,383,529,296,369
801,629,630,550,874,658,120
174,986,271,503,978,243,110
460,214,990,691,733,578,935
327,326,901,396,706,186,258
269,695,531,261,799,429,512
226,329,606,903,832,884,282
123,354,259,851,367,103,328
586,590,594,352,679,780,556
360,153,677,303,414,952,344
596,135,266,801,309,428,638
811,590,885,931,729,971,358
503,541,589,773,253,711,982
690,162,486,812,672,925,757
960,522,507,478,136,122,721
281,509,976,714,830,692,996
237,276,516,731,108,730,322
429,962,773,867,193,818,343
849,453,614,944,179,393,177
694,426,557,858,643,734,377
986,329,653,273,618,250,511
890,513,671,622,909,947,570
638,495,730,650,393,805,352
599,744,321,598,981,804,449
516,164,904,841,807,317,100
691,517,915,678,882,106,797
269,995,825,939,737,692,577
251,310,479,671,514,987,893
613,113,999,528,150,492,185
580,310,871,729,698,194,246
254,864,406,457,444,754,159
208,281,169,627,515,997,296
125,690,172,248,299,406,963
214,584,760,758,401,782,873
821,366,214,398,881,119,387
243,104,830,189,858,520,540
121,160,116,688,819,995,804
118,483,766,226,905,597,343
807,516,672,901,309,333,544
983,670,376,643,147,915,221
106,966,877,308,912,756,665
401,319,413,191,838,250,541
369,538,880,488,156,293,700
228,416,318,563,570,568,480
426,930,518,294,247,818,572
211,349,309,973,124,959,741
341,187,908,649,399,539,190
367,768,631,599,757,685,829
277,624,325,336,744,216,249
356,918,844,325,152,564,145
305,162,633,677,846,101,944
678,320,859,352,912,134,509
877,771,329,206,566,254,918
206,719,422,921,545,140,529
473,786,870,1000,319,264,241
610,615,782,815,875,948,249
852,443,463,478,426,458,813
890,995,656,171,143,549,979
636,450,300,902,968,671,253
685,280,239,727,559,924,252
805,935,135,340,595,203,339
868,506,527,714,864,978,621
116,406,314,206,241,714,925
146,810,388,765,361,175,310
535,809,466,902,234,423,131
563,793,231,354,891,192,148
353,982,510,584,760,305,752
962,520,114,755,646,218,950
908,566,686,481,270,154,969
825,443,795,215,137,601,509
173,157,794,382,660,602,335
389,998,855,740,804,750,177
629,915,703,191,507,957,301
782,788,713,190,181,185,590
962,262,447,175,377,623,630
568,488,378,285,334,835,317
596,377,669,156,324,203,805
356,506,826,984,633,764,840
880,635,646,700,187,480,552
766,108,992,996,221,141,237
946,224,513,859,922,257,577
940,364,661,765,390,570,449
111,228,783,709,844,472,733
223,519,843,114,647,545,772
243,553,165,731,943,664,632
292,544,546,755,461,307,463
681,452,613,755,995,379,456
297,338,901,250,532,127,871
876,740,732,125,360,676,827
575,969,698,296,920,388,378
344,900,115,433,548,348,911
222,290,215,480,550,380,737
573,826,183,991,907,926,518
682,275,505,334,497,112,942
596,764,212,521,605,579,142
367,363,203,746,673,995,552
215,365,674,703,883,831,376
735,179,375,539,488,345,752
814,257,866,758,185,927,720
770,240,385,725,717,188,921
605,586,411,647,710,891,1000
403,920,265,779,845,125,505
757,423,251,556,370,936,158
876,698,880,526,112,809,148
430,512,102,148,873,215,540
775,157,566,689,346,507,417
899,447,798,358,651,743,422
993,415,700,108,950,365,563
934,397,595,528,709,603,545
169,134,213,715,574,533,142
914,320,343,223,468,299,708
882,941,477,346,535,201,240
924,753,607,602,969,921,121
162,632,712,132,645,145,310
416,624,978,367,469,1000,658
417,373,683,642,748,609,982
479,282,256,769,957,974,762
235,545,131,174,345,186,313
625,549,768,831,664,484,512
397,196,969,267,758,769,774
993,337,276,589,778,785,395
788,851,464,640,503,194,946
596,943,549,832,354,158,876
870,370,226,279,436,292,129
555,329,162,735,439,844,234
302,664,270,458,272,738,850
230,739,851,805,299,735,942
636,144,161,217,861,758,847
332,639,321,393,631,393,715
832,912,190,714,984,767,721
173,266,855,559,644,960,249
662,771,385,134,212,423,391
386,167,463,319,433,610,169
861,317,874,949,534,963,656
899,187,355,222,518,354,551
813,605,872,486,984,983,802
116,556,701,151,816,648,448
196,699,202,494,990,744,481
341,328,945,452,186,277,401
177,285,813,954,255,226,252
936,771,177,418,268,785,350
244,615,226,743,666,173,749
476,401,276,448,761,155,271
610,136,372,770,168,589,232
185,210,747,844,777,103,430
847,504,255,274,193,536,319
423,221,638,913,641,947,580
696,155,523,242,310,867,902
527,264,895,184,114,458,553
892,862,632,793,758,545,395
387,206,653,103,442,284,649
630,812,843,644,158,237,712
129,305,593,701,421,849,145
564,938,956,242,750,813,763
401,413,843,836,225,812,359
394,132,162,881,323,888,110
133,876,750,294,967,374,689
787,722,767,244,307,602,277
782,348,278,976,125,590,646
379,851,767,647,406,115,166
542,308,323,245,552,905,865
496,884,869,219,981,654,207
383,805,936,182,483,721,394
141,656,888,360,498,824,803
699,759,405,239,142,425,302
946,433,125,757,770,757,758
497,842,719,422,223,875,906
388,688,852,628,134,935,478
259,800,760,586,990,799,220
483,896,789,540,399,987,753
126,243,927,796,748,123,112
156,707,535,118,374,299,940
905,786,830,677,483,698,297
963,900,251,110,376,798,653
853,494,959,859,377,950,219
285,715,497,714,333,448,819
805,442,585,207,963,980,570
958,577,805,273,776,708,749
469,204,874,209,502,249,777
317,835,289,447,259,177,165
802,420,414,342,647,461,979
775,508,585,211,648,557,428
901,696,857,595,797,241,733
915,992,329,610,499,245,398
580,177,729,501,635,715,549
855,894,728,134,663,895,104
925,982,652,254,459,637,373
794,216,901,848,629,107,586
764,226,932,445,634,540,957
363,866,203,530,506,725,155
729,953,878,271,524,381,311
148,475,280,124,441,947,706
222,779,903,356,209,204,206
641,510,647,994,234,564,346
968,821,958,509,950,545,800
688,637,579,690,796,178,314
471,655,437,685,948,673,697
169,964,582,213,977,580,381
864,494,465,942,563,665,197
772,778,412,157,907,927,166
677,243,205,449,425,791,589
135,614,939,986,586,951,981
824,697,698,800,746,636,863
210,890,261,859,455,758,625
309,507,166,221,947,534,131
524,158,318,881,163,671,995
105,545,419,555,993,728,433
566,585,630,107,734,625,239
634,925,314,489,649,601,721
910,615,421,970,387,791,308
481,577,494,873,995,124,604
312,240,659,445,973,489,276
409,829,499,519,814,388,477
866,401,644,599,693,760,926
750,785,745,175,590,115,115
812,801,455,453,150,394,354
820,329,302,447,306,385,257
571,471,893,135,239,281,428
997,594,430,918,315,340,928
559,338,185,526,566,168,830
155,139,828,203,820,649,991
321,440,269,828,258,668,106
691,888,544,638,871,310,799
776,192,759,599,129,291,779
512,426,260,718,203,680,590
826,991,634,102,497,544,486
419,340,581,393,617,868,160
931,214,406,512,783,687,927
806,168,613,142,117,598,906
156,277,638,294,702,255,679
703,292,178,590,800,155,757
781,288,320,701,182,269,411
458,972,977,533,758,302,607
229,115,792,744,330,118,511
935,974,1000,289,315,198,751
308,650,706,404,210,831,637
167,631,468,486,718,676,328
938,971,250,671,241,807,807
597,931,635,314,369,501,942
321,364,621,348,893,942,591
466,530,913,655,858,748,500
128,600,588,690,962,416,912
827,508,635,458,491,565,649
